map,result,team1_world_rank,team2_world_rank,1_top_Times played,1_top_wins,1_top_draws,1_top_losses,1_top_Total rounds played,1_top_Rounds won,1_top_Win percent,1_top_Pistol rounds,1_top_Pistol rounds won,1_top_Pistol round win percent,1_top_CT round win percent,1_top_T round win percent,1_All_Times played,1_All_wins,1_All_draws,1_All_losses,1_All_Total rounds played,1_All_Rounds won,1_All_Win percent,1_All_Pistol rounds,1_All_Pistol rounds won,1_All_Pistol round win percent,1_All_CT round win percent,1_All_T round win percent,2_top_Times played,2_top_wins,2_top_draws,2_top_losses,2_top_Total rounds played,2_top_Rounds won,2_top_Win percent,2_top_Pistol rounds,2_top_Pistol rounds won,2_top_Pistol round win percent,2_top_CT round win percent,2_top_T round win percent,2_All_Times played,2_All_wins,2_All_draws,2_All_losses,2_All_Total rounds played,2_All_Rounds won,2_All_Win percent,2_All_Pistol rounds,2_All_Pistol rounds won,2_All_Pistol round win percent,2_All_CT round win percent,2_All_T round win percent
Mirage,-1,24,27,6,4,0,2,161,77,0.667,12,6,0.5,0.609,0.324,14,11,0,3,386,204,0.786,28,11,0.393,0.589,0.469,9,5,0,4,245,131,0.556,18,11,0.611,0.658,0.422,12,7,0,5,323,176,0.583,24,12,0.5,0.641,0.459
Inferno,1,24,27,5,2,0,3,150,71,0.4,10,4,0.4,0.375,0.564,14,5,0,9,417,196,0.357,28,14,0.5,0.421,0.526,8,4,0,4,194,99,0.5,16,8,0.5,0.44,0.585,18,11,0,7,454,239,0.611,36,21,0.583,0.496,0.561
Vertigo,1,24,27,5,1,0,4,144,57,0.2,10,5,0.5,0.476,0.283,10,5,0,5,282,134,0.5,20,12,0.6,0.587,0.339,5,2,0,3,131,66,0.4,10,4,0.4,0.526,0.486,15,6,0,9,426,222,0.4,30,20,0.667,0.572,0.481
Inferno,-1,16,33,10,4,0,6,267,125,0.4,20,9,0.45,0.461,0.478,11,5,0,6,286,141,0.455,22,10,0.455,0.491,0.496,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,16,11,0,5,456,251,0.688,32,20,0.625,0.527,0.572
Ancient,-1,16,33,14,9,0,5,366,203,0.643,28,16,0.571,0.593,0.512,17,11,0,6,448,249,0.647,34,18,0.529,0.592,0.516,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,11,8,0,3,299,158,0.727,22,12,0.545,0.645,0.424
Mirage,1,41,37,14,9,0,5,390,206,0.643,28,11,0.393,0.614,0.451,16,11,0,5,438,238,0.688,32,13,0.406,0.624,0.475,12,7,0,5,288,154,0.583,24,12,0.5,0.612,0.472,14,9,0,5,343,186,0.643,28,15,0.536,0.582,0.508
Dust2,1,41,37,5,2,0,3,134,74,0.4,10,5,0.5,0.654,0.411,5,2,0,3,134,74,0.4,10,5,0.5,0.654,0.411,6,5,0,1,156,88,0.833,12,5,0.417,0.651,0.466,7,5,0,2,184,100,0.714,14,5,0.357,0.604,0.477
Mirage,1,25,36,11,6,0,5,319,168,0.545,22,12,0.545,0.551,0.503,15,10,0,5,443,244,0.667,30,16,0.533,0.567,0.536,2,0,0,2,58,26,0.0,4,3,0.75,0.536,0.367,14,4,0,10,414,194,0.286,28,16,0.571,0.572,0.364
Overpass,1,25,36,4,2,0,2,91,45,0.5,8,6,0.75,0.533,0.419,4,2,0,2,91,45,0.5,8,6,0.75,0.533,0.419,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,8,4,0,4,221,118,0.5,16,9,0.562,0.588,0.477
Overpass,-1,11,41,12,8,0,4,315,165,0.667,24,12,0.5,0.583,0.474,14,9,0,5,367,194,0.643,28,14,0.5,0.593,0.475,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,1,0,3,123,58,0.25,8,1,0.125,0.603,0.333
Mirage,-1,11,41,10,5,0,5,277,140,0.5,20,12,0.6,0.548,0.465,12,7,0,5,329,172,0.583,24,14,0.583,0.573,0.477,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,17,12,0,5,474,257,0.706,34,15,0.441,0.609,0.484
Dust2,-1,12,25,7,5,0,2,182,104,0.714,14,8,0.571,0.597,0.552,8,6,0,2,210,120,0.75,16,10,0.625,0.589,0.558,2,1,0,1,51,23,0.5,4,1,0.25,0.429,0.478,6,3,0,3,163,79,0.5,12,4,0.333,0.548,0.418
Mirage,-1,12,25,7,2,0,5,209,102,0.286,14,8,0.571,0.593,0.376,8,2,0,6,235,112,0.25,16,9,0.562,0.577,0.366,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,16,11,0,5,466,260,0.688,32,18,0.562,0.578,0.54
Ancient,-1,13,24,3,1,0,2,91,40,0.333,6,0,0.0,0.455,0.426,4,2,0,2,117,56,0.5,8,2,0.25,0.545,0.419,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,16,9,0,7,448,234,0.562,32,18,0.562,0.624,0.419
Nuke,1,13,24,5,1,0,4,124,48,0.2,10,6,0.6,0.508,0.262,6,1,0,5,158,63,0.167,12,6,0.5,0.506,0.291,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,8,4,0,4,236,122,0.5,16,7,0.438,0.496,0.543
Vertigo,-1,13,24,1,1,0,0,28,16,1.0,2,1,0.5,0.333,0.846,1,1,0,0,28,16,1.0,2,1,0.5,0.333,0.846,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,11,6,0,5,306,150,0.545,22,13,0.591,0.588,0.368
Ancient,1,18,33,4,0,0,4,131,58,0.0,8,5,0.625,0.485,0.397,4,0,0,4,131,58,0.0,8,5,0.625,0.485,0.397,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,12,9,0,3,320,174,0.75,24,14,0.583,0.654,0.439
Mirage,1,18,33,4,2,0,2,112,53,0.5,8,1,0.125,0.5,0.452,4,2,0,2,112,53,0.5,8,1,0.125,0.5,0.452,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,4,0,6,283,132,0.4,20,11,0.55,0.503,0.429
Dust2,1,3,94,5,3,0,2,132,74,0.6,10,6,0.6,0.561,0.56,5,3,0,2,132,74,0.6,10,6,0.6,0.561,0.56,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,3,0,3,151,75,0.5,12,7,0.583,0.489,0.508
Inferno,1,3,94,11,7,0,4,303,168,0.636,22,14,0.636,0.599,0.507,11,7,0,4,303,168,0.636,22,14,0.636,0.599,0.507,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,13,5,0,8,334,152,0.385,26,9,0.346,0.494,0.421
Dust2,1,12,13,3,0,0,3,78,30,0.0,6,2,0.333,0.511,0.212,6,1,0,5,150,61,0.167,12,3,0.25,0.506,0.296,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,1,12,13,5,3,0,2,124,60,0.6,10,6,0.6,0.492,0.475,12,6,0,6,311,153,0.5,24,13,0.542,0.535,0.448,1,0,0,1,30,14,0.0,2,2,1.0,0.533,0.4,1,0,0,1,30,14,0.0,2,2,1.0,0.533,0.4
Mirage,1,8,16,5,2,0,3,158,80,0.4,10,5,0.5,0.561,0.447,5,2,0,3,158,80,0.4,10,5,0.5,0.561,0.447,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,3,0,6,239,116,0.333,18,9,0.5,0.536,0.43
Vertigo,1,8,16,4,2,0,2,110,55,0.5,8,6,0.75,0.5,0.5,5,3,0,2,135,71,0.6,10,7,0.7,0.507,0.55,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,29,13,0.0,2,1,0.5,0.333,0.571
Nuke,1,13,3,4,3,0,1,101,58,0.75,8,6,0.75,0.766,0.407,4,3,0,1,101,58,0.75,8,6,0.75,0.766,0.407,7,3,0,4,193,99,0.429,14,5,0.357,0.571,0.443,7,3,0,4,193,99,0.429,14,5,0.357,0.571,0.443
Mirage,1,13,3,2,0,0,2,56,24,0.0,4,3,0.75,0.462,0.4,2,0,0,2,56,24,0.0,4,3,0.75,0.462,0.4,9,4,0,5,296,143,0.444,18,8,0.444,0.556,0.422,10,5,0,5,317,159,0.5,20,8,0.4,0.567,0.449
Inferno,1,8,13,5,1,0,4,132,54,0.2,10,2,0.2,0.439,0.387,5,1,0,4,132,54,0.2,10,2,0.2,0.439,0.387,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,1,0,1,62,29,0.5,4,1,0.25,0.455,0.483
Vertigo,-1,8,13,4,2,0,2,110,55,0.5,8,6,0.75,0.5,0.5,6,4,0,2,157,87,0.667,12,8,0.667,0.549,0.56,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,3,1,0,2,98,46,0.333,6,3,0.5,0.404,0.529
Mirage,1,8,13,5,2,0,3,158,80,0.4,10,5,0.5,0.561,0.447,6,3,0,3,179,96,0.5,12,6,0.5,0.577,0.488,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,3,1,0,2,92,43,0.333,6,4,0.667,0.5,0.438
Dust2,-1,94,12,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,7,4,0,3,172,83,0.571,14,8,0.571,0.463,0.506,7,2,0,5,179,77,0.286,14,4,0.286,0.505,0.349,7,2,0,5,179,77,0.286,14,4,0.286,0.505,0.349
Ancient,-1,94,12,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,3,1,0,2,80,35,0.333,6,2,0.333,0.444,0.429,16,12,0,4,433,236,0.75,32,14,0.438,0.604,0.496,16,12,0,4,433,236,0.75,32,14,0.438,0.604,0.496
Inferno,1,5,48,3,2,0,1,96,49,0.667,6,3,0.5,0.5,0.522,3,2,0,1,96,49,0.667,6,3,0.5,0.5,0.522,2,1,0,1,49,23,0.5,4,3,0.75,0.577,0.348,5,2,0,3,131,59,0.4,10,6,0.6,0.508,0.397
Nuke,1,5,48,4,2,0,2,96,51,0.5,8,5,0.625,0.583,0.5,4,2,0,2,96,51,0.5,8,5,0.625,0.583,0.5,1,1,0,0,24,16,1.0,2,2,1.0,0.667,0.667,1,1,0,0,24,16,1.0,2,2,1.0,0.667,0.667
Ancient,1,1,27,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,28,16,1.0,2,1,0.5,0.867,0.231,5,1,0,4,140,62,0.2,10,4,0.4,0.492,0.4,8,3,0,5,204,105,0.375,16,8,0.5,0.57,0.454
Dust2,1,1,27,1,1,0,0,28,16,1.0,2,1,0.5,0.615,0.533,4,3,0,1,99,60,0.75,8,5,0.625,0.63,0.578,2,0,0,2,46,14,0.0,4,1,0.25,0.375,0.227,4,2,0,2,100,46,0.5,8,4,0.5,0.5,0.413
Inferno,-1,27,48,4,2,0,2,126,63,0.5,8,3,0.375,0.409,0.6,4,2,0,2,126,63,0.5,8,3,0.375,0.409,0.6,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,6,2,0,4,153,65,0.333,12,6,0.5,0.5,0.361
Vertigo,1,27,48,3,3,0,0,100,54,1.0,6,3,0.5,0.633,0.451,5,4,0,1,154,82,0.8,10,6,0.6,0.613,0.456,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,0,0,2,51,19,0.0,4,0,0.0,0.48,0.269
Nuke,1,27,48,4,0,0,4,109,45,0.0,8,4,0.5,0.412,0.414,4,0,0,4,109,45,0.0,8,4,0.5,0.412,0.414,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,1,0,1,52,28,0.5,4,4,1.0,0.567,0.5
Ancient,-1,11,1,8,6,0,2,227,121,0.75,16,9,0.562,0.593,0.479,8,6,0,2,227,121,0.75,16,9,0.562,0.593,0.479,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,2,0,0,57,32,1.0,4,2,0.5,0.833,0.259
Nuke,1,11,1,3,1,0,2,80,37,0.333,6,4,0.667,0.6,0.356,4,2,0,2,105,53,0.5,8,5,0.625,0.667,0.383,4,3,0,1,97,52,0.75,8,5,0.625,0.541,0.533,4,3,0,1,97,52,0.75,8,5,0.625,0.541,0.533
Inferno,-1,11,1,5,3,0,2,127,60,0.6,10,4,0.4,0.423,0.507,5,3,0,2,127,60,0.6,10,4,0.4,0.423,0.507,1,0,0,1,28,12,0.0,2,1,0.5,0.333,0.538,1,0,0,1,28,12,0.0,2,1,0.5,0.333,0.538
Overpass,-1,5,1,6,5,0,1,162,97,0.833,12,8,0.667,0.695,0.5,6,5,0,1,162,97,0.833,12,8,0.667,0.695,0.5,5,3,0,2,134,72,0.6,10,5,0.5,0.613,0.441,5,3,0,2,134,72,0.6,10,5,0.5,0.613,0.441
Mirage,-1,5,1,3,3,0,0,77,48,1.0,6,3,0.5,0.706,0.558,3,3,0,0,77,48,1.0,6,3,0.5,0.706,0.558,7,4,0,3,197,107,0.571,14,11,0.786,0.647,0.432,8,5,0,3,268,144,0.625,16,12,0.75,0.623,0.446
Dust2,-1,11,27,4,0,0,4,96,32,0.0,8,2,0.25,0.3,0.389,4,0,0,4,96,32,0.0,8,2,0.25,0.3,0.389,2,0,0,2,46,14,0.0,4,1,0.25,0.375,0.227,5,2,0,3,130,60,0.4,10,5,0.5,0.435,0.492
Nuke,1,11,27,3,1,0,2,83,37,0.333,6,3,0.5,0.526,0.378,5,3,0,2,135,69,0.6,10,5,0.5,0.65,0.4,3,0,0,3,80,32,0.0,6,2,0.333,0.351,0.442,5,1,0,4,135,61,0.2,10,4,0.4,0.419,0.479
Ancient,1,11,27,9,6,0,3,247,125,0.667,18,9,0.5,0.575,0.448,9,6,0,3,247,125,0.667,18,9,0.5,0.575,0.448,2,0,0,2,55,23,0.0,4,2,0.5,0.36,0.467,9,3,0,6,233,118,0.333,18,9,0.5,0.587,0.42
Overpass,1,10,133,2,1,0,1,48,28,0.5,4,3,0.75,0.633,0.5,2,1,0,1,48,28,0.5,4,3,0.75,0.633,0.5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,2,0,0,47,32,1.0,4,2,0.5,0.8,0.471
Nuke,-1,26,38,4,2,0,2,104,56,0.5,8,2,0.25,0.635,0.442,4,2,0,2,104,56,0.5,8,2,0.25,0.635,0.442,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,7,4,0,3,184,98,0.571,14,8,0.571,0.581,0.484
Ancient,-1,16,101,16,11,0,5,418,235,0.688,32,17,0.531,0.592,0.53,16,11,0,5,418,235,0.688,32,17,0.531,0.592,0.53,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,3,1,0,2,77,39,0.333,6,2,0.333,0.65,0.351
Inferno,1,21,33,9,6,0,3,248,127,0.667,18,8,0.444,0.487,0.535,10,7,0,3,301,155,0.7,20,8,0.4,0.5,0.529,5,4,0,1,139,81,0.8,10,7,0.7,0.6,0.565,16,12,0,4,444,250,0.75,32,20,0.625,0.55,0.575
Mirage,-1,12,32,7,2,0,5,209,102,0.286,14,8,0.571,0.593,0.376,7,2,0,5,209,102,0.286,14,8,0.571,0.593,0.376,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,12,6,0,6,323,165,0.5,24,10,0.417,0.601,0.424
Inferno,1,14,95,8,4,0,4,230,114,0.5,16,7,0.438,0.418,0.567,8,4,0,4,230,114,0.5,16,7,0.438,0.418,0.567,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,1,30,14,0.0,2,1,0.5,0.6,0.333
Inferno,1,52,24,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,4,0,5,250,118,0.444,18,7,0.389,0.542,0.42,13,5,0,8,390,185,0.385,26,13,0.5,0.427,0.527,13,5,0,8,390,185,0.385,26,13,0.5,0.427,0.527
Inferno,1,99,98,6,5,0,1,156,90,0.833,12,7,0.583,0.571,0.581,6,5,0,1,156,90,0.833,12,7,0.583,0.571,0.581,2,1,0,1,44,22,0.5,4,2,0.5,0.429,0.533,2,1,0,1,44,22,0.5,4,2,0.5,0.429,0.533
Nuke,-1,150,185,1,0,0,1,24,8,0.0,2,1,0.5,0.333,0.333,1,0,0,1,24,8,0.0,2,1,0.5,0.333,0.333,1,1,0,0,35,19,1.0,2,2,1.0,0.706,0.389,1,1,0,0,35,19,1.0,2,2,1.0,0.706,0.389
Overpass,1,54,51,8,5,0,3,197,110,0.625,16,13,0.812,0.591,0.532,8,5,0,3,197,110,0.625,16,13,0.812,0.591,0.532,6,3,0,3,171,97,0.5,12,8,0.667,0.583,0.556,6,3,0,3,171,97,0.5,12,8,0.667,0.583,0.556
Ancient,1,34,141,3,0,0,3,85,37,0.0,6,2,0.333,0.45,0.422,3,0,0,3,85,37,0.0,6,2,0.333,0.45,0.422,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,2,0,0,2,47,15,0.0,4,2,0.5,0.417,0.217
Mirage,-1,160,57,7,1,0,6,203,85,0.143,14,6,0.429,0.511,0.348,7,1,0,6,203,85,0.143,14,6,0.429,0.511,0.348,8,7,0,1,238,134,0.875,16,7,0.438,0.618,0.504,8,7,0,1,238,134,0.875,16,7,0.438,0.618,0.504
Nuke,-1,62,66,7,5,0,2,190,101,0.714,14,6,0.429,0.565,0.505,7,5,0,2,190,101,0.714,14,6,0.429,0.565,0.505,10,6,0,4,268,149,0.6,20,11,0.55,0.576,0.54,10,6,0,4,268,149,0.6,20,11,0.55,0.576,0.54
Dust2,1,154,158,7,5,0,2,179,102,0.714,14,8,0.571,0.639,0.523,7,5,0,2,179,102,0.714,14,8,0.571,0.639,0.523,11,5,0,6,315,147,0.455,22,10,0.455,0.494,0.435,11,5,0,6,315,147,0.455,22,10,0.455,0.494,0.435
Mirage,-1,154,158,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,4,4,0,0,129,70,1.0,8,3,0.375,0.682,0.397,4,4,0,0,129,70,1.0,8,3,0.375,0.682,0.397
Inferno,-1,154,158,6,3,0,3,161,77,0.5,12,4,0.333,0.522,0.423,6,3,0,3,161,77,0.5,12,4,0.333,0.522,0.423,11,7,0,4,316,171,0.636,22,12,0.545,0.547,0.536,11,7,0,4,316,171,0.636,22,12,0.545,0.547,0.536
Nuke,1,200,148,1,0,0,1,29,13,0.0,2,0,0.0,0.533,0.357,1,0,0,1,29,13,0.0,2,0,0.0,0.533,0.357,6,3,0,3,166,84,0.5,12,11,0.917,0.5,0.512,6,3,0,3,166,84,0.5,12,11,0.917,0.5,0.512
Mirage,1,200,148,2,1,0,1,49,29,0.5,4,3,0.75,0.579,0.6,2,1,0,1,49,29,0.5,4,3,0.75,0.579,0.6,11,5,0,6,298,145,0.455,22,13,0.591,0.521,0.455,11,5,0,6,298,145,0.455,22,13,0.591,0.521,0.455
Nuke,-1,121,59,4,1,0,3,90,29,0.25,8,1,0.125,0.286,0.354,4,1,0,3,90,29,0.25,8,1,0.125,0.286,0.354,3,1,0,2,81,39,0.333,6,3,0.5,0.489,0.472,3,1,0,2,81,39,0.333,6,3,0.5,0.489,0.472
Mirage,-1,121,59,5,3,0,2,137,73,0.6,10,7,0.7,0.622,0.429,5,3,0,2,137,73,0.6,10,7,0.7,0.622,0.429,6,4,0,2,162,92,0.667,12,7,0.583,0.619,0.513,6,4,0,2,162,92,0.667,12,7,0.583,0.619,0.513
Dust2,-1,105,53,2,0,0,2,47,15,0.0,4,0,0.0,0.167,0.414,2,0,0,2,47,15,0.0,4,0,0.0,0.167,0.414,2,1,0,1,58,29,0.5,4,3,0.75,0.433,0.571,2,1,0,1,58,29,0.5,4,3,0.75,0.433,0.571
Vertigo,1,105,53,3,1,0,2,69,26,0.333,6,2,0.333,0.357,0.407,3,1,0,2,69,26,0.333,6,2,0.333,0.357,0.407,2,2,0,0,44,32,1.0,4,2,0.5,0.643,0.767,2,2,0,0,44,32,1.0,4,2,0.5,0.643,0.767
Inferno,1,105,53,5,1,0,4,107,39,0.2,10,4,0.4,0.397,0.327,5,1,0,4,107,39,0.2,10,4,0.4,0.397,0.327,3,2,0,1,68,38,0.667,6,5,0.833,0.484,0.622,3,2,0,1,68,38,0.667,6,5,0.833,0.484,0.622
Nuke,1,36,22,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,21,18,0,3,574,329,0.857,42,22,0.524,0.644,0.502,6,1,0,5,170,74,0.167,12,9,0.75,0.521,0.329,7,2,0,5,199,90,0.286,14,10,0.714,0.532,0.356
Vertigo,-1,36,22,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,3,0,6,217,102,0.333,18,6,0.333,0.5,0.427,9,4,0,5,242,117,0.444,18,11,0.611,0.469,0.493,13,6,0,7,342,170,0.462,26,15,0.577,0.5,0.495
Inferno,-1,36,22,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,14,9,0,5,364,192,0.643,28,11,0.393,0.542,0.514,9,4,0,5,243,121,0.444,18,11,0.611,0.44,0.559,11,6,0,5,304,156,0.545,22,13,0.591,0.468,0.56
Dust2,-1,154,128,8,6,0,2,197,118,0.75,16,10,0.625,0.653,0.566,8,6,0,2,197,118,0.75,16,10,0.625,0.653,0.566,5,3,0,2,137,74,0.6,10,6,0.6,0.581,0.492,5,3,0,2,137,74,0.6,10,6,0.6,0.581,0.492
Mirage,-1,154,128,1,0,0,1,27,11,0.0,2,1,0.5,0.467,0.333,1,0,0,1,27,11,0.0,2,1,0.5,0.467,0.333,3,1,0,2,77,33,0.333,6,2,0.333,0.5,0.372,3,1,0,2,77,33,0.333,6,2,0.333,0.5,0.372
Mirage,-1,135,181,5,2,0,3,134,65,0.4,10,5,0.5,0.485,0.485,5,2,0,3,134,65,0.4,10,5,0.5,0.485,0.485,1,1,0,0,20,16,1.0,2,2,1.0,1.0,0.733,1,1,0,0,20,16,1.0,2,2,1.0,1.0,0.733
Ancient,-1,135,181,2,1,0,1,52,28,0.5,4,3,0.75,0.583,0.5,2,1,0,1,52,28,0.5,4,3,0.75,0.583,0.5,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,-1,70,77,3,2,0,1,85,42,0.667,6,3,0.5,0.511,0.475,3,2,0,1,85,42,0.667,6,3,0.5,0.511,0.475,5,1,0,4,158,67,0.2,10,5,0.5,0.483,0.352,5,1,0,4,158,67,0.2,10,5,0.5,0.483,0.352
Nuke,-1,70,77,3,2,0,1,99,52,0.667,6,3,0.5,0.667,0.392,3,2,0,1,99,52,0.667,6,3,0.5,0.667,0.392,6,4,0,2,157,83,0.667,12,9,0.75,0.623,0.455,6,4,0,2,157,83,0.667,12,9,0.75,0.623,0.455
Vertigo,-1,195,95,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,-1,195,95,1,0,0,1,24,8,0.0,2,1,0.5,0.333,0.333,1,0,0,1,24,8,0.0,2,1,0.5,0.333,0.333,2,0,0,2,57,25,0.0,4,2,0.5,0.5,0.37,2,0,0,2,57,25,0.0,4,2,0.5,0.5,0.37
Ancient,-1,58,72,6,2,0,4,161,71,0.333,12,8,0.667,0.5,0.388,6,2,0,4,161,71,0.333,12,8,0.667,0.5,0.388,6,4,0,2,179,90,0.667,12,5,0.417,0.6,0.424,6,4,0,2,179,90,0.667,12,5,0.417,0.6,0.424
Dust2,1,58,72,4,1,0,3,120,57,0.25,8,3,0.375,0.485,0.463,4,1,0,3,120,57,0.25,8,3,0.375,0.485,0.463,1,0,0,1,28,12,0.0,2,2,1.0,0.467,0.385,1,0,0,1,28,12,0.0,2,2,1.0,0.467,0.385
Nuke,1,58,72,7,2,0,5,185,92,0.286,14,8,0.571,0.5,0.495,7,2,0,5,185,92,0.286,14,8,0.571,0.5,0.495,2,0,0,2,52,20,0.0,4,4,1.0,0.276,0.522,2,0,0,2,52,20,0.0,4,4,1.0,0.276,0.522
Mirage,-1,43,76,10,8,0,2,248,155,0.8,20,10,0.5,0.74,0.449,10,8,0,2,248,155,0.8,20,10,0.5,0.74,0.449,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,11,6,0,5,281,155,0.545,22,14,0.636,0.63,0.457
Inferno,1,43,76,17,14,0,3,443,258,0.824,34,16,0.471,0.594,0.569,17,14,0,3,443,258,0.824,34,16,0.471,0.594,0.569,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,9,5,0,4,211,106,0.556,18,13,0.722,0.505,0.5
Overpass,1,43,76,9,6,0,3,233,113,0.667,18,6,0.333,0.531,0.453,9,6,0,3,233,113,0.667,18,6,0.333,0.531,0.453,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,10,5,0,5,259,130,0.5,20,11,0.55,0.568,0.425
Ancient,-1,187,128,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,29,16,1.0,2,1,0.5,0.6,0.5,1,1,0,0,29,16,1.0,2,1,0.5,0.6,0.5
Dust2,1,187,128,4,1,0,3,93,36,0.25,8,0,0.0,0.333,0.438,4,1,0,3,93,36,0.25,8,0,0.0,0.333,0.438,6,4,0,2,159,90,0.667,12,7,0.583,0.618,0.5,6,4,0,2,159,90,0.667,12,7,0.583,0.618,0.5
Mirage,1,187,128,3,1,0,2,92,46,0.333,6,3,0.5,0.622,0.383,3,1,0,2,92,46,0.333,6,3,0.5,0.622,0.383,4,2,0,2,96,49,0.5,8,4,0.5,0.553,0.483,4,2,0,2,96,49,0.5,8,4,0.5,0.553,0.483
Mirage,1,96,206,6,4,0,2,138,83,0.667,12,8,0.667,0.611,0.583,6,4,0,2,138,83,0.667,12,8,0.667,0.611,0.583,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Inferno,1,96,206,4,3,0,1,99,55,0.75,8,3,0.375,0.52,0.592,4,3,0,1,99,55,0.75,8,3,0.375,0.52,0.592,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Dust2,1,149,235,2,2,0,0,49,32,1.0,4,4,1.0,0.769,0.522,2,2,0,0,49,32,1.0,4,4,1.0,0.769,0.522,2,0,0,2,39,7,0.0,4,0,0.0,0.333,0.133,2,0,0,2,39,7,0.0,4,0,0.0,0.333,0.133
Nuke,-1,149,235,2,1,0,1,52,23,0.5,4,3,0.75,0.483,0.391,2,1,0,1,52,23,0.5,4,3,0.75,0.483,0.391,1,0,0,1,29,13,0.0,2,0,0.0,0.6,0.286,1,0,0,1,29,13,0.0,2,0,0.0,0.6,0.286
Vertigo,-1,149,235,1,0,0,1,21,5,0.0,2,0,0.0,0.0,0.333,1,0,0,1,21,5,0.0,2,0,0.0,0.0,0.333,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0
Mirage,1,53,165,6,4,0,2,162,85,0.667,12,4,0.333,0.622,0.403,6,4,0,2,162,85,0.667,12,4,0.333,0.622,0.403,4,0,0,4,133,57,0.0,8,2,0.25,0.468,0.394,4,0,0,4,133,57,0.0,8,2,0.25,0.468,0.394
Nuke,-1,53,165,12,6,0,6,306,154,0.5,24,10,0.417,0.568,0.444,12,6,0,6,306,154,0.5,24,10,0.417,0.568,0.444,5,1,0,4,122,47,0.2,10,3,0.3,0.562,0.27,5,1,0,4,122,47,0.2,10,3,0.3,0.562,0.27
